cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
5	2.59176450708758e-177	0.782726952341267	0.877	0.692	6.39180962737939e-173	CDKN1A
5	1.12922711115069e-175	1.69036132076971	0.599	0.265	2.78489990151982e-171	ARL5B
5	7.08458691522469e-173	1.89506330539691	0.518	0.199	1.74720082503271e-168	IRAK2
5	7.79226269750253e-172	2.19117930498839	0.454	0.157	1.92172782645807e-167	GPR84
5	7.69807701554284e-171	0.560989219301362	0.947	0.875	1.89849975357318e-166	CD44
5	8.66731684252323e-170	0.784619160345731	0.852	0.709	2.13753367970308e-165	CFLAR
5	7.88835304451752e-169	0.8620333099457	0.87	0.68	1.94542562783891e-164	UPP1
5	1.32855524668185e-168	0.338724751327236	0.989	0.968	3.27648294936678e-164	HLA-DRA
5	4.10818494732864e-168	0.354390784955976	0.999	0.993	1.01316057171019e-163	SAT1
5	2.92124233469708e-167	0.865370000762606	0.866	0.637	7.20436784582994e-163	KDM6B
6	0	4.73295962974084	0.273	0.012	0	AGRP
6	0	4.50685818973876	0.175	0.008	0	SPOCD1
6	0	3.8872657479287	0.669	0.053	0	ANGPTL4
6	0	3.84765528073645	0.322	0.026	0	DEFB1
6	0	3.80794012902013	0.258	0.021	0	NT5E
6	0	3.33974582542859	0.877	0.104	0	SPP1
6	0	3.32549785736	0.462	0.046	0	SERPINE1
6	0	3.26549141998425	0.389	0.05	0	CST6
6	0	3.23303394187012	0.353	0.044	0	ENO2
6	0	3.2051639975969	0.508	0.063	0	TNS1
6	0	3.185413883055	0.429	0.051	0	SLAMF9
6	0	3.14350890279933	0.34	0.038	0	TM4SF19
6	0	3.14261079878337	0.361	0.038	0	AK4
6	0	2.87762922672804	0.481	0.07	0	PPARG
6	0	2.68613266337488	0.673	0.118	0	CLEC5A
6	0	2.60858439558721	0.466	0.075	0	INHBA
6	0	2.49612388440071	0.556	0.106	0	SDC2
6	0	2.40136848661023	0.542	0.121	0	FN1
6	0	2.36439556540084	0.513	0.103	0	TNFSF14
6	0	2.36300361793588	0.875	0.198	0	GPNMB
6	0	2.28784629398529	0.641	0.126	0	EMP1
6	0	2.18702020686487	0.807	0.208	0	CD9
